WARNING 2025-12-26 06:35:37,140 log Forbidden: /api/dashboard/
WARNING 2025-12-26 06:35:40,730 log Forbidden: /api/dashboard/
WARNING 2025-12-26 06:36:39,232 log Forbidden: /api/dashboard/
WARNING 2025-12-26 06:38:28,511 log Forbidden: /api/dashboard/
WARNING 2025-12-26 06:44:55,464 log Forbidden: /api/dashboard/
WARNING 2025-12-26 06:49:17,686 log Forbidden: /api/dashboard/
WARNING 2025-12-26 06:49:18,925 log Forbidden: /api/dashboard/
WARNING 2025-12-26 06:57:10,802 log Forbidden: /api/dashboard/
WARNING 2025-12-26 06:57:11,956 log Forbidden: /api/dashboard/
WARNING 2025-12-26 06:57:37,482 log Forbidden: /api/dashboard/
WARNING 2025-12-26 06:57:48,912 log Forbidden: /api/dashboard/
WARNING 2025-12-26 06:57:51,639 log Forbidden: /api/dashboard/
WARNING 2025-12-26 06:57:58,108 log Forbidden: /api/dashboard/
WARNING 2025-12-26 07:14:08,764 log Forbidden: /api/dashboard/
WARNING 2025-12-26 07:25:50,540 log Forbidden: /api/dashboard/
WARNING 2025-12-26 07:26:18,300 log Forbidden: /api/dashboard/
WARNING 2025-12-26 07:26:20,496 log Forbidden: /api/dashboard/
WARNING 2025-12-26 07:31:18,562 log Forbidden: /api/dashboard/
WARNING 2025-12-26 07:33:58,404 log Forbidden: /api/dashboard/
WARNING 2025-12-26 07:34:01,260 log Forbidden: /api/dashboard/
WARNING 2025-12-26 07:34:12,710 log Forbidden: /api/dashboard/
WARNING 2025-12-26 07:34:24,476 log Forbidden: /api/dashboard/
WARNING 2025-12-26 07:34:33,400 log Forbidden: /api/dashboard/
WARNING 2025-12-26 07:34:46,033 log Forbidden: /api/dashboard/
WARNING 2025-12-26 07:35:35,394 log Forbidden: /api/dashboard/
WARNING 2025-12-26 07:36:24,664 log Forbidden: /api/dashboard/
WARNING 2025-12-26 07:37:11,163 log Forbidden: /api/dashboard/
WARNING 2025-12-26 07:52:11,653 log Forbidden: /api/dashboard/
WARNING 2025-12-26 07:52:18,845 log Forbidden: /api/dashboard/
WARNING 2025-12-26 07:55:22,883 log Forbidden: /api/dashboard/
WARNING 2025-12-26 07:55:28,729 log Forbidden: /api/dashboard/
WARNING 2025-12-26 07:55:31,813 log Forbidden: /api/dashboard/
WARNING 2025-12-26 07:55:34,037 log Forbidden: /api/dashboard/
WARNING 2025-12-26 07:55:49,149 log Forbidden: /api/dashboard/
WARNING 2025-12-26 07:56:11,148 log Forbidden: /api/dashboard/
WARNING 2025-12-26 07:56:30,237 log Forbidden: /api/dashboard/
WARNING 2025-12-26 07:57:03,218 log Not Found: /api/api/accounts/login/
WARNING 2025-12-26 07:57:10,826 log Not Found: /api/api/accounts/login/
WARNING 2025-12-26 07:57:37,624 log Not Found: /api/api/accounts/login/
WARNING 2025-12-26 07:57:41,129 log Not Found: /api/api/accounts/login/
WARNING 2025-12-26 07:57:42,457 log Not Found: /api/api/accounts/login/
WARNING 2025-12-26 07:57:42,898 log Not Found: /api/api/accounts/login/
WARNING 2025-12-26 07:57:43,096 log Not Found: /api/api/accounts/login/
